symbol,track,entry_time,exit_time,side,lots,entry_price,exit_price,entry_fee,exit_fee,slippage_cost,gross_pnl,net_pnl,exit_reason,holding_bars,regime
AU_IDX,real,2025-10-15 09:30:00,2025-10-15 13:30:00,SHORT,1,957.64,958.3,47.882000000000005,47.915,40.0,-659.9999999999682,-755.7969999999682,stop,7,REAL_HISTORY
AU_IDX,real,2025-10-16 10:00:00,2025-10-16 14:15:00,SHORT,1,968.08,968.1,48.404,48.405,40.0,-19.99999999998181,-116.80899999998181,stop,8,REAL_HISTORY
AU_IDX,real,2025-10-30 09:30:00,2025-10-30 11:00:00,LONG,1,904.06,897.0542857142857,45.203,44.852714285714285,40.0,-7005.714285714248,-7095.769999999963,stop,5,REAL_HISTORY
AU_IDX,real,2025-11-14 21:45:00,2025-11-14 22:30:00,LONG,1,925.5799999999999,925.56,46.278999999999996,46.278,40.0,-19.99999999998181,-112.5569999999818,stop,3,REAL_HISTORY
AU_IDX,real,2025-11-17 14:00:00,2025-11-18 00:00:00,LONG,1,927.66,927.64,46.383,46.382000000000005,40.0,-19.99999999998181,-112.76499999998182,stop,16,REAL_HISTORY
AU_IDX,real,2025-11-18 09:30:00,2025-11-18 10:45:00,LONG,1,924.3,919.1657142857142,46.215,45.958285714285715,40.0,-5134.285714285738,-5226.459000000024,stop,4,REAL_HISTORY
AU_IDX,real,2025-12-12 00:00:00,2025-12-12 02:00:00,SHORT,1,964.6800000000001,969.8214285714286,48.23400000000001,48.49107142857143,40.0,-5141.4285714284915,-5238.1536428570635,stop,8,REAL_HISTORY
AU_IDX,real,2025-12-12 21:30:00,2025-12-12 22:30:00,SHORT,1,982.8000000000001,983.26,49.14000000000001,49.163000000000004,40.0,-459.9999999999227,-558.3029999999227,stop,4,REAL_HISTORY
AU_IDX,real,2026-01-07 14:00:00,2026-01-07 21:00:00,LONG,1,1001.9399999999999,995.6235714285713,50.096999999999994,49.78117857142856,40.0,-6316.428571428673,-6416.306750000102,stop,4,REAL_HISTORY
AU_IDX,real,2026-01-12 09:30:00,2026-01-12 10:30:00,SHORT,1,1026.44,1026.46,51.322,51.323,40.0,-19.99999999998181,-122.64499999998182,stop,3,REAL_HISTORY
AU_IDX,real,2026-01-19 09:30:00,2026-01-19 11:00:00,SHORT,1,1045.14,1045.16,52.257000000000005,52.25800000000001,40.0,-19.99999999998181,-124.51499999998182,stop,5,REAL_HISTORY
AU_IDX,real,2026-01-22 09:30:00,2026-01-22 13:30:00,LONG,1,1080.82,1079.42,54.041000000000004,53.971000000000004,40.0,-1399.9999999998636,-1508.0119999998635,stop,7,REAL_HISTORY
AU_IDX,real,2026-01-28 09:30:00,2026-01-28 11:00:00,SHORT,1,1167.28,1179.2285714285713,58.364000000000004,58.96142857142857,40.0,-11948.571428571313,-12065.896857142741,stop,5,REAL_HISTORY
AU_IDX,real,2026-02-09 09:30:00,2026-02-09 10:45:00,SHORT,1,1126.14,1126.16,56.307,56.308,40.0,-19.99999999998181,-132.61499999998182,stop,4,REAL_HISTORY
AU_IDX,real,2026-03-26 11:15:00,2026-03-26 13:45:00,LONG,1,1008.26,1000.5721428571429,50.413000000000004,50.02860714285715,40.0,-7687.857142857069,-7788.298749999926,stop,2,REAL_HISTORY
AU_IDX,real,2026-04-09 21:30:00,2026-04-09 22:30:00,SHORT,1,1050.48,1052.92,52.524,52.646,40.0,-2440.0000000000546,-2545.1700000000546,stop,4,REAL_HISTORY
AU_IDX,real,2026-04-13 09:30:00,2026-04-13 10:30:00,LONG,1,1042.92,1042.88,52.14600000000001,52.144000000000005,40.0,-39.99999999996362,-144.28999999996364,stop,3,REAL_HISTORY
AU_IDX,real,2026-04-16 23:00:00,2026-04-17 00:30:00,LONG,1,1054.72,1054.7,52.736000000000004,52.735,40.0,-19.99999999998181,-125.47099999998181,stop,6,REAL_HISTORY
AU_IDX,real,2026-04-21 14:15:00,2026-04-21 21:15:00,LONG,1,1052.8,1048.6407142857142,52.64,52.43203571428572,40.0,-4159.285714285716,-4264.357750000002,stop,4,REAL_HISTORY
AU_IDX,real,2026-04-27 09:30:00,2026-04-27 10:00:00,LONG,1,1036.28,1036.26,51.814,51.813,40.0,-19.99999999998181,-123.6269999999818,stop,2,REAL_HISTORY
AU_IDX,real,2026-04-28 21:30:00,2026-04-28 23:00:00,LONG,1,1011.78,1010.44,50.589000000000006,50.522000000000006,40.0,-1339.9999999999181,-1441.110999999918,stop,6,REAL_HISTORY
AU_IDX,real,2026-05-21 09:45:00,2026-05-22 01:15:00,SHORT,1,1001.94,994.462857142857,50.097,49.723142857142854,40.0,7477.142857143008,7377.322714285865,stop,29,REAL_HISTORY
AU_IDX,real,2026-05-22 22:30:00,2026-05-26 13:45:00,LONG,1,987.04,993.6285714285716,49.352000000000004,49.68142857142858,40.0,6588.57142857164,6489.5380000002115,stop,63,REAL_HISTORY
AU_IDX,real,2026-05-28 22:30:00,2026-05-29 00:30:00,SHORT,1,976.26,985.7585714285714,48.813,49.28792857142857,40.0,-9498.57142857138,-9596.672357142808,stop,8,REAL_HISTORY
AU_IDX,real,2026-06-01 21:45:00,2026-06-01 22:45:00,LONG,1,976.92,975.32,48.846000000000004,48.766000000000005,40.0,-1599.999999999909,-1697.6119999999091,stop,4,REAL_HISTORY
AU_IDX,real,2026-06-05 10:00:00,2026-06-05 13:45:00,LONG,1,973.02,972.12,48.651,48.606,40.0,-899.9999999999773,-997.2569999999772,stop,6,REAL_HISTORY
AU_IDX,real,2026-06-10 10:00:00,2026-06-10 21:00:00,LONG,1,916.18,906.88,45.809000000000005,45.344,40.0,-9299.999999999955,-9391.152999999953,stop,11,REAL_HISTORY
AU_IDX,real,2026-06-24 21:30:00,2026-06-25 01:45:00,LONG,1,872.04,872.02,43.602000000000004,43.601,40.0,-19.99999999998181,-107.20299999998181,stop,17,REAL_HISTORY
AU_IDX,real,2026-07-01 09:30:00,2026-07-01 10:45:00,LONG,1,871.84,871.66,43.592,43.583000000000006,40.0,-180.00000000006366,-267.1750000000637,stop,4,REAL_HISTORY
AU_IDX,real,2026-07-13 10:30:00,2026-07-13 14:30:00,LONG,1,888.74,887.52,44.437000000000005,44.376000000000005,40.0,-1220.0000000000273,-1308.8130000000272,stop,8,REAL_HISTORY
AU_IDX,real,2026-07-21 09:30:00,2026-07-21 10:30:00,SHORT,1,878.54,878.56,43.927,43.928000000000004,40.0,-19.99999999998181,-107.85499999998181,stop,3,REAL_HISTORY
AU_IDX,real,2026-07-23 10:30:00,2026-07-23 14:30:00,LONG,1,898.9,898.88,44.945,44.944,40.0,-19.99999999998181,-109.8889999999818,stop,8,REAL_HISTORY
AU_IDX,real,2026-08-04 10:00:00,2026-08-04 11:15:00,SHORT,1,886.26,886.28,44.313,44.314,40.0,-19.99999999998181,-108.62699999998182,stop,4,REAL_HISTORY
AU_IDX,real,2026-08-17 01:30:00,2026-08-17 09:00:00,SHORT,1,957.0600000000001,957.08,47.85300000000001,47.854,40.0,-19.99999999998181,-115.70699999998182,stop,5,REAL_HISTORY
AU_IDX,real,2026-08-19 15:30:00,2026-08-19 22:15:00,SHORT,1,971.02,971.04,48.551,48.552,40.0,-19.99999999998181,-117.10299999998182,stop,7,REAL_HISTORY
AU_IDX,real,2026-08-20 15:30:00,2026-08-20 23:00:00,SHORT,1,981.58,980.7471428571428,49.079,49.03735714285714,40.0,832.8571428572786,734.7407857144216,stop,10,REAL_HISTORY
AU_IDX,synthetic,2015-01-03 05:30:00,2015-01-03 06:15:00,LONG,1,559.32,559.3000000000001,27.966,27.965000000000007,40.0,-19.99999999998181,-75.93099999998182,stop,3,BULL_TREND
AU_IDX,synthetic,2015-01-15 17:30:00,2015-01-16 05:30:00,LONG,1,564.34,568.9385714285713,28.217000000000002,28.44692857142857,40.0,4598.57142857129,4541.907499999862,stop,48,BULL_TREND
AU_IDX,synthetic,2015-01-18 14:15:00,2015-01-18 14:45:00,SHORT,1,602.2,602.22,30.110000000000003,30.111,40.0,-19.99999999998181,-80.22099999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-01-20 08:30:00,2015-01-20 10:30:00,LONG,1,608.4399999999999,602.4,30.421999999999997,30.12,40.0,-6039.999999999964,-6100.541999999963,stop,8,BULL_TREND
AU_IDX,synthetic,2015-01-24 13:15:00,2015-01-24 13:45:00,SHORT,1,578.0,578.02,28.900000000000002,28.901,40.0,-19.99999999998181,-77.80099999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-01-29 15:45:00,2015-01-30 05:30:00,LONG,1,573.6,582.1471428571429,28.68,29.107357142857143,40.0,8547.14285714283,8489.355499999972,stop,55,BULL_TREND
AU_IDX,synthetic,2015-02-07 19:15:00,2015-02-08 01:45:00,LONG,1,620.88,620.86,31.044,31.043000000000003,40.0,-19.99999999998181,-82.08699999998181,stop,26,BULL_TREND
AU_IDX,synthetic,2015-02-13 04:45:00,2015-02-13 05:15:00,SHORT,1,635.8000000000001,635.82,31.790000000000006,31.791,40.0,-19.99999999998181,-83.58099999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-02-14 08:15:00,2015-02-14 09:15:00,LONG,1,600.2,600.1800000000001,30.01,30.009000000000007,40.0,-19.99999999998181,-80.01899999998182,stop,4,BULL_TREND
AU_IDX,synthetic,2015-02-20 18:45:00,2015-02-20 19:15:00,LONG,1,590.9,580.4014285714286,29.545,29.020071428571434,40.0,-10498.57142857138,-10557.136499999951,stop,2,BULL_TREND
AU_IDX,synthetic,2015-02-21 22:15:00,2015-02-23 05:30:00,SHORT,1,574.2800000000001,569.3628571428571,28.714000000000006,28.46814285714286,40.0,4917.142857142949,4859.960714285806,stop,125,BULL_TREND
AU_IDX,synthetic,2015-02-28 08:30:00,2015-02-28 09:15:00,LONG,1,575.9,575.5600000000001,28.795,28.778000000000006,40.0,-339.99999999991815,-397.5729999999182,stop,3,BULL_TREND
AU_IDX,synthetic,2015-02-28 23:45:00,2015-03-01 16:30:00,SHORT,1,580.24,580.26,29.012,29.013,40.0,-19.99999999998181,-78.02499999998182,stop,67,BULL_TREND
AU_IDX,synthetic,2015-03-04 16:00:00,2015-03-04 16:45:00,LONG,1,564.82,564.8000000000001,28.241,28.240000000000006,40.0,-19.99999999998181,-76.48099999998182,stop,3,BULL_TREND
AU_IDX,synthetic,2015-03-10 02:30:00,2015-03-10 02:45:00,SHORT,1,641.08,641.1,32.054,32.055,40.0,-19.99999999998181,-84.10899999998182,stop,1,BULL_TREND
AU_IDX,synthetic,2015-03-12 16:45:00,2015-03-12 17:00:00,LONG,1,651.8,651.78,32.59,32.589,40.0,-19.99999999998181,-85.17899999998181,stop,1,BULL_TREND
AU_IDX,synthetic,2015-03-14 08:15:00,2015-03-14 08:45:00,SHORT,1,703.6800000000001,703.7,35.184000000000005,35.185,40.0,-19.99999999998181,-90.36899999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-03-22 02:30:00,2015-03-22 03:15:00,LONG,1,689.64,689.62,34.482,34.481,40.0,-19.99999999998181,-88.9629999999818,stop,3,BULL_TREND
AU_IDX,synthetic,2015-03-24 03:00:00,2015-03-24 04:30:00,LONG,1,683.12,681.36,34.156,34.068000000000005,40.0,-1759.999999999991,-1828.2239999999908,stop,6,BULL_TREND
AU_IDX,synthetic,2015-03-24 12:45:00,2015-03-24 13:30:00,LONG,1,666.16,654.2828571428571,33.308,32.71414285714285,40.0,-11877.142857142871,-11943.165000000015,stop,3,BULL_TREND
AU_IDX,synthetic,2015-04-03 02:00:00,2015-04-03 03:00:00,LONG,1,612.36,610.86,30.618000000000002,30.543000000000003,40.0,-1500.0,-1561.1609999999998,stop,4,BULL_TREND
AU_IDX,synthetic,2015-04-03 22:15:00,2015-04-04 08:15:00,SHORT,1,607.9200000000001,606.0314285714285,30.396000000000008,30.301571428571428,40.0,1888.5714285715949,1827.8738571430235,stop,40,BULL_TREND
AU_IDX,synthetic,2015-04-09 16:15:00,2015-04-09 18:30:00,LONG,1,586.76,586.74,29.338,29.337,40.0,-19.99999999998181,-78.67499999998181,stop,9,BULL_TREND
AU_IDX,synthetic,2015-04-11 21:00:00,2015-04-11 21:45:00,LONG,1,582.54,582.52,29.127000000000002,29.126,40.0,-19.99999999998181,-78.25299999998181,stop,3,BULL_TREND
AU_IDX,synthetic,2015-04-17 13:15:00,2015-04-17 13:30:00,LONG,1,560.4399999999999,550.9449999999999,28.021999999999995,27.547249999999995,40.0,-9495.000000000004,-9550.569250000004,stop,1,BULL_TREND
AU_IDX,synthetic,2015-04-20 10:00:00,2015-04-20 10:15:00,LONG,1,565.36,565.34,28.268,28.267000000000003,40.0,-19.99999999998181,-76.5349999999818,stop,1,BULL_TREND
AU_IDX,synthetic,2015-04-24 19:15:00,2015-04-25 05:00:00,LONG,1,574.0,577.5828571428572,28.700000000000003,28.87914285714286,40.0,3582.857142857165,3525.278000000022,stop,39,BULL_TREND
AU_IDX,synthetic,2015-05-03 08:45:00,2015-05-03 09:45:00,SHORT,1,663.14,676.1885714285713,33.157000000000004,33.80942857142857,40.0,-13048.571428571337,-13115.537857142765,stop,4,BULL_TREND
AU_IDX,synthetic,2015-05-06 07:00:00,2015-05-06 20:30:00,SHORT,1,700.14,690.5385714285715,35.007000000000005,34.52692857142858,40.0,9601.428571428529,9531.8946428571,stop,54,BULL_TREND
AU_IDX,synthetic,2015-05-13 23:00:00,2015-05-14 00:15:00,SHORT,1,651.0,651.02,32.550000000000004,32.551,40.0,-19.99999999998181,-85.10099999998181,stop,5,BULL_TREND
AU_IDX,synthetic,2015-05-16 21:45:00,2015-05-16 22:15:00,LONG,1,663.12,663.1,33.156,33.155,40.0,-19.99999999998181,-86.31099999998182,stop,2,BULL_TREND
AU_IDX,synthetic,2015-05-18 14:15:00,2015-05-18 15:00:00,LONG,1,656.22,656.0400000000001,32.811,32.80200000000001,40.0,-179.99999999994998,-245.61299999994998,stop,3,BULL_TREND
AU_IDX,synthetic,2015-05-21 05:00:00,2015-05-21 06:15:00,LONG,1,677.12,662.3107142857143,33.856,33.11553571428572,40.0,-14809.285714285692,-14876.257249999977,stop,5,BULL_TREND
AU_IDX,synthetic,2015-05-24 14:45:00,2015-05-24 16:15:00,SHORT,1,694.36,705.405,34.718,35.270250000000004,40.0,-11044.99999999996,-11114.98824999996,stop,6,BULL_TREND
AU_IDX,synthetic,2015-05-28 21:30:00,2015-05-28 22:30:00,SHORT,1,719.58,720.56,35.979,36.028,40.0,-979.9999999999045,-1052.0069999999046,stop,4,BULL_TREND
AU_IDX,synthetic,2015-06-01 04:00:00,2015-06-01 05:30:00,LONG,1,660.8,660.74,33.04,33.037,40.0,-59.99999999994543,-126.07699999994543,stop,6,BULL_TREND
AU_IDX,synthetic,2015-06-07 13:00:00,2015-06-07 14:00:00,SHORT,1,649.9200000000001,649.94,32.49600000000001,32.497,40.0,-19.99999999998181,-84.99299999998182,stop,4,BULL_TREND
AU_IDX,synthetic,2015-06-14 02:30:00,2015-06-14 03:00:00,LONG,1,594.8,594.78,29.740000000000002,29.739,40.0,-19.99999999998181,-79.47899999998181,stop,2,BULL_TREND
AU_IDX,synthetic,2015-06-26 22:30:00,2015-06-26 23:15:00,LONG,1,627.8,627.78,31.39,31.389000000000003,40.0,-19.99999999998181,-82.7789999999818,stop,3,BULL_TREND
AU_IDX,synthetic,2015-06-29 04:30:00,2015-06-29 15:30:00,LONG,1,590.74,590.72,29.537000000000003,29.536,40.0,-19.99999999998181,-79.07299999998182,stop,44,BULL_TREND
AU_IDX,synthetic,2015-06-30 06:45:00,2015-06-30 15:30:00,LONG,1,576.88,597.44,28.844,29.872,40.0,20560.00000000006,20501.284000000058,reverse_signal,35,BULL_TREND
AU_IDX,synthetic,2015-06-30 15:30:00,2015-06-30 17:00:00,SHORT,1,597.44,601.6,29.872,30.080000000000002,40.0,-4159.999999999968,-4219.951999999968,stop,6,BULL_TREND
AU_IDX,synthetic,2015-07-03 14:45:00,2015-07-03 15:15:00,SHORT,1,583.96,583.98,29.198,29.199,40.0,-19.99999999998181,-78.39699999998182,stop,2,BULL_TREND
AU_IDX,synthetic,2015-07-16 19:30:00,2015-07-16 21:00:00,LONG,1,624.78,620.62,31.239,31.031000000000002,40.0,-4159.999999999968,-4222.269999999968,stop,6,BULL_TREND
AU_IDX,synthetic,2015-07-17 20:15:00,2015-07-17 22:30:00,SHORT,1,640.6800000000001,645.5,32.034000000000006,32.275,40.0,-4819.999999999936,-4884.308999999936,stop,9,BULL_TREND
AU_IDX,synthetic,2015-07-19 09:45:00,2015-07-19 11:00:00,SHORT,1,615.1800000000001,618.72,30.759000000000007,30.936,40.0,-3539.9999999999636,-3601.694999999964,stop,5,BULL_TREND
AU_IDX,synthetic,2015-07-21 09:30:00,2015-07-21 10:00:00,SHORT,1,633.4,633.42,31.67,31.671000000000003,40.0,-19.99999999998181,-83.34099999998182,stop,2,BULL_TREND
AU_IDX,synthetic,2015-07-22 00:45:00,2015-07-22 01:30:00,LONG,1,613.36,613.34,30.668000000000003,30.667,40.0,-19.99999999998181,-81.33499999998182,stop,3,BULL_TREND
AU_IDX,synthetic,2015-07-28 20:30:00,2015-07-28 22:00:00,SHORT,1,668.8000000000001,681.7878571428572,33.440000000000005,34.08939285714286,40.0,-12987.857142857138,-13055.38653571428,stop,6,BULL_TREND
AU_IDX,synthetic,2015-07-30 19:30:00,2015-07-30 21:45:00,LONG,1,700.4,689.62,35.02,34.481,40.0,-10779.999999999973,-10849.500999999973,stop,9,BULL_TREND
AU_IDX,synthetic,2015-08-04 20:30:00,2015-08-04 21:30:00,SHORT,1,635.86,638.14,31.793000000000003,31.907,40.0,-2279.9999999999727,-2343.699999999973,stop,4,BULL_TREND
AU_IDX,synthetic,2015-08-07 01:30:00,2015-08-07 03:15:00,SHORT,1,615.36,618.14,30.768,30.907,40.0,-2779.9999999999727,-2841.674999999973,stop,7,BULL_TREND
AU_IDX,synthetic,2015-08-07 08:15:00,2015-08-07 10:00:00,LONG,1,609.46,609.44,30.473000000000003,30.472,40.0,-19.99999999998181,-80.9449999999818,stop,7,BULL_TREND
