symbol,name,track,bars,trade_count,win_rate_pct,win_rate_ci95_low,win_rate_ci95_high,profit_factor,expectancy,net_pnl,return_pct,max_drawdown_pct,sharpe,sortino,avg_holding_hours,fees,slippage,cost_to_gross_pct,ledger_reconciled,status,holdout_trades,holdout_net_pnl,parameter_profitable,parameter_total,stress_3x_net_pnl
AG_IDX,沪银,real,8136,120,62.5,53.57678452838708,70.64770869521469,0.9411095016503253,-35.679463571428414,-4281.535628570942,-0.4281535628570942,2.4256768129142485,-0.18815250701239425,-0.03253501958362723,0.21875,3777.9642000000003,4800.0,12.536887777710863,True,REJECTED,,,,,
AG_IDX,沪银,synthetic,160000,1021,83.83937316356513,81.45533927262936,85.96971451129198,5.003296721086454,288.34613238246766,294401.401162497,7.360035029062424,0.14642150724551853,6.274835414935607,1.5486321756773636,0.11214495592556317,17787.92026607143,54270.0,19.584088906748008,True,REJECTED,505.0,136037.8770000001,16.0,16.0,150405.54263035674
AU_IDX,沪金,real,8136,113,66.3716814159292,57.25004846938809,74.41675513480769,0.8562174391881509,-135.52426567632335,-15314.242021423765,-1.5314242021423765,4.596184266438354,-0.39689418147791866,-0.057732651414292804,0.21238938053097345,11338.099164285715,4520.0,17.38912655032103,True,REJECTED,,,,,
AU_IDX,沪金,synthetic,160000,1061,82.7521206409048,80.36169681548928,84.90622660147713,5.8096978433372914,1268.2349570419096,1345597.2894214683,33.63993223553671,0.5889624028527337,6.249511743924654,1.4919111857390077,0.11192271442035816,62585.42486428572,42440.0,6.461652396989885,True,REJECTED,546.0,701199.2102000194,16.0,16.0,1135586.4456929353
RB_IDX,螺纹钢,real,8211,36,47.22222222222222,31.985792907209337,62.99432837306054,0.219678359686623,-628.4698619047541,-22624.91502857115,-2.2624915028571153,2.39494429638848,-2.854569351712445,-0.3088238031914246,0.2569444444444444,2806.629314285714,18000.0,326.66390337843694,True,REJECTED,,,,,
RB_IDX,螺纹钢,synthetic,200000,1157,78.3923941227312,75.92896239802512,80.66790663216815,3.624055507860401,263.74371752994193,305151.4811821447,6.103029623642895,0.11653344414108996,5.592680966704199,1.401347197126974,0.11300777873811582,21186.018817857144,120300.0,33.57192318963701,True,REJECTED,450.0,101105.48885714286,16.0,16.0,22519.43454643048
HC_IDX,热卷,real,8015,43,44.18604651162791,30.43308562392133,58.89264193448829,0.6131057890996667,-201.16056337209554,-8649.90422500018,-0.864990422500018,1.0360416282577385,-0.9954541686678032,-0.11050003359700171,0.22093023255813954,3589.832796428572,21760.0,184.9356401228544,True,REJECTED,,,,,
HC_IDX,热卷,synthetic,200000,1102,76.04355716878403,73.43579744608436,78.47037067057899,3.2095236258011464,235.99357951776014,260064.92462857312,5.201298492571462,0.13438925845284128,5.043561129844405,1.2540630206411125,0.12681488203266789,19868.503942857144,120660.0,37.19980929089791,True,REJECTED,461.0,115481.8414178578,16.0,16.0,-20212.128257140517
J_IDX,焦炭,real,8015,61,50.81967213114754,38.602406453230195,62.93981335627482,0.5796435784094159,-168.17509777517444,-10258.680964285275,-1.0258680964285274,1.4107455964285416,-1.0871375602313398,-0.14190115432599815,0.27049180327868855,1656.5381071428571,9900.0,81.69451320380375,True,REJECTED,,,,,
J_IDX,焦炭,synthetic,200000,1173,75.95907928388746,73.43133796103272,78.3173425750734,3.2984543560662227,373.8654132718306,438544.12976785074,8.770882595357014,0.17094038037536002,5.009660037750355,1.2417666157130773,0.11828644501278772,27609.79880357143,133800.0,25.647320510895643,True,REJECTED,489.0,192201.13705356792,16.0,16.0,116524.59216071828
CU_IDX,沪铜,real,8223,94,48.93617021276596,39.072589513953446,58.88329019365559,0.8139229711134167,-84.08996941489264,-7904.457124999259,-0.7904457124999259,1.4908614124999848,-0.5359599387009466,-0.0945065812037888,0.23138297872340424,7035.528553571429,15300.0,64.60016740858381,True,REJECTED,,,,,
CU_IDX,沪铜,synthetic,160000,1046,80.49713193116635,77.98612960339904,82.78494290887328,4.846275865228386,801.872237981426,838758.3609285709,20.968959023214275,0.3493710853865592,5.700787695073835,1.3030326024022154,0.1015774378585086,41763.067642857146,106400.0,14.019592706861298,True,REJECTED,525.0,433858.69499999983,16.0,16.0,542932.2106428593
I_IDX,铁矿石,real,8015,31,29.032258064516128,16.095620718432873,46.592659957540675,0.3216481576344996,-216.68193548387097,-6717.1399999993155,-0.6717139999999315,0.7728651999999303,-1.6190295069299556,-0.17051308086803402,0.1774193548387097,1517.1400000000003,20000.0,675.575803196675,True,REJECTED,,,,,
I_IDX,铁矿石,synthetic,240000,1052,70.05703422053232,67.22041847128017,72.7476979583055,2.243688079451103,136.15961617327523,143239.91621428414,2.3873319369047357,0.09801830192493234,3.4220471194988895,0.8230951523038724,0.1195342205323194,14294.3695,179500.0,74.99392562511714,True,REJECTED,326.0,39747.384464285686,16.0,16.0,-244707.28042857163
JM_IDX,焦煤,real,8015,75,49.333333333333336,38.32981847341953,60.401815587786736,0.6610426910878515,-123.18417142856994,-9238.812857142533,-0.9238812857142533,1.2049362007418787,-0.9636638712358805,-0.14533250206030296,0.21,1910.2414285714287,16860.0,104.176361221183,True,REJECTED,,,,,
JM_IDX,焦煤,synthetic,200000,1100,73.63636363636364,70.9535320977772,76.1546761813817,2.934912793380119,192.55178028896117,211806.95831785887,4.2361391663571775,0.09668509174855018,4.394878127554575,1.0916355003186389,0.12522727272727271,18459.97025357143,135720.0,47.990351268640985,True,REJECTED,416.0,80658.66600000078,16.0,16.0,-98354.80072499765
ZN_IDX,沪锌,real,8015,48,56.25,42.27477150100165,69.29894535958907,0.841412124400884,-78.21787239583132,-3754.457874999731,-0.3754457874999731,1.1129381202209836,-0.3831151064227931,-0.043950739261568325,0.20833333333333334,4234.100732142857,17850.0,110.86480545505597,True,REJECTED,,,,,
ZN_IDX,沪锌,synthetic,160000,1002,80.03992015968063,77.4523623064586,82.39801572523149,3.695812364011186,255.27342287745938,255783.9697232116,6.39459924308029,0.12073578825882983,5.133682249121889,1.108676620101406,0.10653692614770459,17547.63741964286,78500.0,27.390067976646836,True,REJECTED,508.0,122244.5084107127,16.0,16.0,64038.74738393247
SN_IDX,沪锡,real,8015,123,73.98373983739837,65.58776000744663,80.92694810093423,2.644898931508974,344.90185087108006,42422.927657143795,4.242292765714379,0.7153295975743466,2.975267341616564,0.5537685933460397,0.14227642276422764,6657.643771428572,4100.0,15.770543471728134,True,INSUFFICIENT_REAL_SAMPLE,,,,,
SN_IDX,沪锡,synthetic,160000,1081,83.34875115633673,81.01061589814462,85.45069974461832,4.803860907939971,577.1433614378221,623891.9737142848,15.59729934285712,0.2563422749860814,6.236515442095982,1.5518004563617838,0.11285846438482887,30855.312,23700.0,6.924076367607521,True,INSUFFICIENT_REAL_SAMPLE,524.0,311598.88597499905,16.0,16.0,514881.35271428456
AL_IDX,沪铝,real,8015,51,60.78431372549019,47.08491122516505,72.97285514197229,0.8792635184001797,-64.3469215686275,-3281.693000000203,-0.3281693000000203,1.8094000526358227,-0.18688146269524641,-0.01589528845411154,0.18137254901960784,4431.693,19600.0,100.55551123116622,True,REJECTED,,,,,
AL_IDX,沪铝,synthetic,200000,1152,77.95138888888889,75.46662015664488,80.25035697932253,3.988522326179727,253.56454063585068,292106.3508124973,5.842127016249947,0.1012158208784757,5.722351364721657,1.4233602453170642,0.11089409722222222,19261.684901785717,104150.0,31.656271326218178,True,REJECTED,458.0,103120.9203124987,16.0,16.0,45382.96600892767
SC_IDX,原油,real,8015,86,58.13953488372093,47.58426436472954,67.99871723844758,1.1089118707974441,70.87800830559696,6095.508714281372,0.6095508714281371,4.32592695819904,0.243492578974776,0.03550271501978599,0.21220930232558138,4671.634142857144,17600.0,35.885608334147484,True,INSUFFICIENT_REAL_SAMPLE,,,,,
SC_IDX,原油,synthetic,200000,1226,80.2610114192496,77.93990828335745,82.39306467836381,4.962014571746361,1279.5183371299938,1568689.4813213747,31.373789626427495,0.5629771652026871,6.3973607391117,1.6382455574035153,0.1068515497553018,73345.51867857145,245400.0,16.224268925186017,True,INSUFFICIENT_REAL_SAMPLE,486.0,477656.4783214091,16.0,16.0,931798.4139643514
RU_IDX,橡胶,real,8015,67,55.223880597014926,43.35740153183886,66.52379821520243,0.8491986489587325,-39.42393176972302,-2641.4034285709495,-0.2641403428570949,0.8325548633268525,-0.34824299250579294,-0.04499806755692229,0.17537313432835822,3087.1177142857146,19400.0,151.1802273021894,True,REJECTED,,,,,
RU_IDX,橡胶,synthetic,200000,1064,76.78571428571429,74.15518755940896,79.22351579884194,3.45606392842059,284.3401214084318,302537.8891785714,6.050757783571428,0.13436672385004855,4.865002123221038,1.1190564427810097,0.11466165413533834,19682.11082142857,133400.0,35.95858297381839,True,REJECTED,408.0,120168.32450000069,16.0,16.0,-2826.272464285721
TA_IDX,PTA,real,8015,78,53.84615384615385,42.86344838873035,64.46778658223795,0.6357464525826482,-195.12942051281794,-15220.094800000312,-1.5220094800000312,1.8275214700000362,-1.313411097766895,-0.22133607598761398,0.23717948717948717,3142.0948000000003,24260.0,103.15404232497853,True,REJECTED,,,,,
TA_IDX,PTA,synthetic,200000,1079,77.66450417052826,75.08366980273865,80.04904766951213,3.1039987302220893,243.03491627830078,262234.6746642897,5.244693493285793,0.13293003864122516,4.853005237527771,1.1275749473856125,0.11399443929564411,19724.896764285717,145140.0,42.614953271083,True,REJECTED,420.0,85394.8071642865,16.0,16.0,-66935.14286428655
MA_IDX,甲醇,real,8015,56,60.714285714285715,47.6331653784818,72.41977438248716,0.7739511376214557,-102.21234036989202,-5723.891060713679,-0.5723891060713678,1.0346067878963516,-0.569178595328426,-0.06778753827434653,0.20535714285714285,2214.819632142857,18200.0,104.1700734790127,True,REJECTED,,,,,
MA_IDX,甲醇,synthetic,200000,1004,75.59760956175299,72.84650927614858,78.15356851385334,3.36783194356466,242.5961660607569,243566.55072500056,4.8713310145000115,0.1826491945571911,4.951646102466154,1.19385989220795,0.11429282868525896,18252.66356071429,163760.0,52.539316977044464,True,REJECTED,390.0,91471.21549999935,16.0,16.0,-122035.68268214597
SA_IDX,纯碱,real,8015,21,52.38095238095238,32.369217900266754,71.65628770323706,0.8806336822291604,-28.25547619047762,-593.3649999999907,-0.05933649999999907,0.3863977681639327,-0.2034159061982181,-0.023785591001797165,0.15476190476190477,741.365,12040.0,291.9724111426142,True,REJECTED,,,,,
SA_IDX,纯碱,synthetic,240000,1116,70.16129032258064,67.41134739678114,72.77290723351659,2.3439924350701764,168.2563677483356,187774.106407142,3.1295684401190336,0.15554719927665478,3.646683234123422,0.8711247332934037,0.11850358422939068,18518.322164285713,204000.0,67.94706331661611,True,REJECTED,333.0,40421.931599997566,16.0,16.0,-256982.5319214263
SI_IDX,工业硅,real,8015,47,53.191489361702125,39.23214192677079,66.66853783153736,0.47964078770690427,-256.92611968085,-12075.527625000104,-1.2075527625000104,1.587319852396539,-1.3618182721407186,-0.12596125084494883,0.18085106382978725,1455.1704821428573,15450.0,151.87999671574931,True,REJECTED,,,,,
SI_IDX,工业硅,synthetic,200000,1001,74.52547452547452,71.73598660184244,77.1274362500777,2.889586536824183,205.14662017446844,205351.76679464174,4.107035335892834,0.12911970344162968,4.21422769482711,1.0068745421761234,0.12462537462537462,16678.411776785717,158600.0,55.816302850343924,True,REJECTED,415.0,83264.18500000227,16.0,16.0,-144805.0717589279
FG_IDX,玻璃,real,8015,33,51.515151515151516,35.218104586210245,67.49621835307578,0.37119194455480126,-416.7126406926436,-13751.517142856726,-1.3751517142856726,1.8708690853663759,-1.3676317601704593,-0.13915794230973313,0.25,926.3742857142859,16600.0,215.90416550281813,True,REJECTED,,,,,
